Id,SalePrice
1461,123576.31930942564
1462,157323.29785762113
1463,182916.74680929034
1464,185050.3082853981
1465,200194.64070488495
1466,179219.79711019757
1467,172507.4607187665
1468,173736.48741311103
1469,187393.8352517454
1470,122128.84194386275
1471,205755.1372861148
1472,95359.99896916756
1473,98501.97678701939
1474,151883.8328160522
1475,130143.31600532308
1476,369448.3834700293
1477,245428.33307172524
1478,299747.25199423503
1479,255666.0684624022
1480,480422.57880664116
1481,323784.7374900016
1482,206760.48049775293
1483,183160.49475649142
1484,170183.50263789418
1485,172661.17809682942
1486,200870.4086999086
1487,352008.4981840756
1488,243934.80855055785
1489,200585.03364150468
1490,203310.15014451832
1491,189917.76193473052
1492,95014.46321758248
1493,183665.97004045418
1494,291629.90267805354
1495,301554.1553980587
1496,229306.12395260623
1497,186841.26279403426
1498,155198.39485836553
1499,154732.15814860447
1500,158832.07417644173
1501,174672.66419860773
1502,154467.62603814082
1503,288221.8005264968
1504,224249.22169711813
1505,220935.43520190098
1506,181443.55112586208
1507,242217.66069751233
1508,194594.3725905082
1509,157137.2225341294
1510,151526.3613741358
1511,148636.37659270343
1512,169288.97780739996
1513,151351.49879226353
1514,167083.37127939792
1515,189838.20410556323
1516,148794.19171992654
1517,152378.8569383265
1518,135097.05042137668
1519,224203.5176656453
1520,140604.12157880756
1521,138628.13317269887
1522,158779.58161800672
1523,122962.56876959813
1524,121143.9511878558
1525,124554.095840446
1526,128150.4943807461
1527,104682.79597779442
1528,130893.76397819299
1529,146085.55867973436
1530,169806.064856494
1531,128278.35455625251
1532,108218.14628796192
1533,144560.90804837947
1534,120726.97807193863
1535,156044.9503217529
1536,116912.75360018195
1537,70906.1740012546
1538,153297.34952886406
1539,179907.88083485764
1540,115280.35544693531
1541,142753.04277502216
1542,145006.9281960703
1543,214354.01750676864
1544,77419.21491841739
1545,104654.68782173116
1546,126225.62398084717
1547,132774.69947069886
1548,127848.8925744302
1549,104810.1054321942
1550,141577.96485586587
1551,119187.23126834113
1552,140301.11665035487
1553,139032.86333103548
1554,111939.74502690665
1555,173072.97590247358
1556,94596.00207442543
1557,130335.3080677099
1558,83842.23235308695
1559,122070.30931334001
1560,142800.27633228432
1561,150939.8851891728
1562,128693.50599547868
1563,126509.78724497702
1564,166233.31776453508
1565,152028.63323141818
1566,215200.7739198222
1567,79174.10604485682
1568,222701.44136089197
1569,160375.75349002305
1570,132120.53536903812
1571,114442.36553623417
1572,145490.8159630549
1573,245203.39045227706
1574,127576.13610728898
1575,212179.0825383594
1576,216888.70025066298
1577,198312.02905214913
1578,137281.34277802487
1579,139644.56631458423
1580,190086.4594378397
1581,135505.68604460135
1582,127133.13843959804
1583,331744.79049751745
1584,234841.21052287298
1585,141085.2988297101
1586,75549.80636248573
1587,103011.78793733334
1588,144276.51390374728
1589,106331.0014130788
1590,135354.2681404112
1591,103276.82300192298
1592,131601.33812189993
1593,115826.68090564373
1594,152175.70221320417
1595,128862.5467970676
1596,235367.47162785183
1597,161678.41563013953
1598,175390.88438995965
1599,165665.07057372853
1600,172695.96467971377
1601,81711.09351293898
1602,111787.66131803545
1603,91526.9175751841
1604,286813.4497729306
1605,247641.86213644227
1606,169497.5833239009
1607,174156.10057233987
1608,214010.24522048535
1609,189339.99787288427
1610,161428.07757439106
1611,152963.35074515096
1612,176051.7795087268
1613,168692.39540095482
1614,121508.27974774111
1615,87825.9519220579
1616,83290.05923889534
1617,87375.76430154775
1618,128265.08021762293
1619,132624.1800789416
1620,183847.02415993667
1621,143026.74967432176
1622,145058.5455822928
1623,279822.85527584027
1624,211984.56045154046
1625,122636.87227993742
1626,166504.9521235457
1627,185874.28652081973
1628,265834.2746759814
1629,173016.64692502722
1630,344806.05298011843
1631,214939.09496848538
1632,239037.14237438262
1633,168934.63327424845
1634,185163.90465714
1635,178932.96950676644
1636,167883.80537223845
1637,183438.95478381292
1638,203146.77323022165
1639,180198.4313192256
1640,258276.50052648905
1641,180719.31881884436
1642,223478.12289187536
1643,219901.4696253787
1644,227008.88765331218
1645,186633.42692486363
1646,156167.49948167757
1647,164024.26611930496
1648,140371.21442197607
1649,141339.44931294577
1650,124609.13332845781
1651,127457.0955150591
1652,94867.72441746244
1653,99304.65918421728
1654,152405.16087529698
1655,154171.57226642367
1656,148810.2279970566
1657,154760.55290610832
1658,149122.44172841232
1659,137887.66896042126
1660,144004.38437398535
1661,464996.6036591416
1662,389761.6442053228
1663,387083.31545337714
1664,496291.90898073354
1665,295630.65419364226
1666,328879.2912344526
1667,371314.6320513895
1668,318300.7068842966
1669,289301.3651388208
1670,328979.0201778953
1671,261962.02823001717
1672,474866.1304006522
1673,287395.8986234381
1674,249328.8131211086
1675,192782.15388890784
1676,193345.95532225023
1677,220769.66029326429
1678,488748.4716479436
1679,388833.5825191198
1680,329110.36361484625
1681,233492.4992666585
1682,299766.95864995953
1683,184852.0943997183
1684,171306.5323870039
1685,173089.36387601082
1686,171867.3700635993
1687,166376.35967173084
1688,183724.58937183605
1689,183886.42509542895
1690,185199.49918404137
1691,177042.50779563165
1692,244533.50752436626
1693,170391.8775646939
1694,182233.73891130678
1695,168759.77995290223
1696,268396.5048095917
1697,171368.0132644215
1698,360785.2228581345
1699,324580.24160056753
1700,238477.55833762922
1701,260660.19756903013
1702,255702.77163853685
1703,254600.21263817456
1704,280837.0023199751
1705,220782.68111588378
1706,469509.5435932463
1707,225043.6489216535
1708,214182.6395961209
1709,260780.35824575886
1710,219675.80876580707
1711,250394.56743802156
1712,251670.98797306613
1713,266005.15169272455
1714,223768.32936026066
1715,201638.37493294256
1716,179005.42208757045
1717,167961.45245026238
1718,137781.23514236786
1719,210490.98485112507
1720,254800.9504247732
1721,163294.8407136409
1722,130627.91963328756
1723,159494.0341395592
1724,216786.0483063241
1725,231149.04015221007
1726,193577.1103492079
1727,176056.23846254678
1728,180197.98915557968
1729,165726.60444817753
1730,140172.2763528522
1731,120831.75737810475
1732,130600.5027208906
1733,120622.16101179
1734,126176.97648907664
1735,132328.762742878
1736,116719.65427658624
1737,325457.7729301572
1738,214685.26470683978
1739,286713.7916885429
1740,205494.21132036662
1741,181345.1690763915
1742,173368.41508470278
1743,176424.5258444996
1744,284089.2091950088
1745,238508.68444784277
1746,207141.06221300265
1747,208034.67455760212
1748,224986.8791125783
1749,165380.80820104404
1750,146888.27267510718
1751,230815.07558146198
1752,123052.5145910181
1753,144101.75151695442
1754,206602.52398724642
1755,170736.46855353384
1756,121448.56679543707
1757,119509.78054034962
1758,149081.3302261457
1759,163962.95027247252
1760,165085.07451692343
1761,153112.83566755275
1762,170664.37868224102
1763,166537.38409449405
1764,120627.52121337023
1765,151866.04850258768
1766,168181.43816136985
1767,212740.44351595742
1768,139177.78633994822
1769,152703.45927869435
1770,138659.3338152072
1771,137422.20881498072
1772,146357.3513478032
1773,143250.01760797252
1774,139500.6838338541
1775,131392.6767077266
1776,118585.03433534085
1777,114347.11899021796
1778,133773.62938138546
1779,108667.42903762098
1780,164820.0581442084
1781,126654.82391384586
1782,95694.6923643422
1783,134610.4948122869
1784,93588.24593933614
1785,117647.35376217205
1786,139514.9820541895
1787,158790.10223241264
1788,64101.66691111858
1789,86567.04473448085
1790,90362.37648164069
1791,174888.66295948482
1792,157056.1278261311
1793,143729.09878879748
1794,140702.22130090406
1795,137349.11261807135
1796,107966.99017040827
1797,111478.8330099602
1798,127041.9161431086
1799,105524.9184985963
1800,129051.23254926773
1801,131072.23282357515
1802,129232.66803935502
1803,149679.32800046416
1804,139983.40156036057
1805,137958.91137076664
1806,123015.59892900378
1807,132003.0122252117
1808,110143.64262893368
1809,117814.6046211715
1810,135919.43217603644
1811,119680.81518984448
1812,111620.30231426621
1813,122711.58895279013
1814,98011.36057201942
1815,62936.75011038238
1816,93971.60760588432
