Id,SalePrice
1461,124807.61095381509
1462,151609.24627340946
1463,195505.18241442792
1464,197650.74396435334
1465,187013.73931816692
1466,169971.13830976034
1467,171160.77928817464
1468,169088.15290141426
1469,178992.8200957628
1470,122519.67855183322
1471,198048.67862483935
1472,96451.75907242617
1473,99966.01741745933
1474,146806.00419178064
1475,118475.12542889286
1476,368679.0845751903
1477,251177.2932615134
1478,290761.3807436188
1479,294350.7682609905
1480,533314.3363005965
1481,316449.03523322294
1482,205897.64233951477
1483,180683.91759963753
1484,168945.8976696502
1485,176588.86606739857
1486,193408.61182714222
1487,362028.8007104039
1488,224498.3573327916
1489,206754.51451326054
1490,244090.83127414517
1491,189657.46966663474
1492,98491.91605281545
1493,181362.33843280643
1494,290788.80350632215
1495,282363.79202420963
1496,247309.51264355096
1497,181069.04992609003
1498,165505.85772920508
1499,162375.09658895832
1500,161452.73837339572
1501,178447.66134465658
1502,149527.0018315679
1503,280355.9560628697
1504,240088.597443285
1505,230773.88830663176
1506,185240.97314832307
1507,250666.01384099975
1508,195686.4760686414
1509,164539.4498996144
1510,150866.75243046347
1511,141188.4393790959
1512,164952.83557869412
1513,142233.14614749374
1514,169590.75128660852
1515,193143.31724993905
1516,137588.17803206178
1517,160374.4526457398
1518,125887.85196930835
1519,229113.9795475632
1520,137087.25136764074
1521,137181.11398256817
1522,174894.56088647005
1523,116098.19804848587
1524,121652.44127555833
1525,121274.33689643533
1526,116061.121899289
1527,107951.89512893661
1528,130368.89865331024
1529,151506.99164838067
1530,172462.72656128963
1531,106688.6170810543
1532,94440.32116747288
1533,141697.26176297732
1534,115839.06517885684
1535,152362.73393921435
1536,107475.0444046232
1537,68254.85690803772
1538,150666.77696463294
1539,186687.76581838477
1540,103396.6174899905
1541,135012.29245535913
1542,142324.40953741432
1543,194752.210611159
1544,83550.96206616917
1545,109434.26428461197
1546,134521.8410729826
1547,141597.0752642172
1548,136126.394233486
1549,113408.46857407634
1550,139655.4119441862
1551,104788.23039457675
1552,145131.30463019668
1553,154811.5112624707
1554,116969.18255914627
1555,160510.44511167938
1556,75787.87383164046
1557,102212.63964967921
1558,87764.70598536891
